Description,Index,Scenario,NumOfWords,TargetBlockId,ClickedBlockIdList,Accuracy(AvgOn10),TimeToComplete(AvgOn10),InternalUserIDList
pick up the farthest yellow block,907,Configuration_5_v2.png,6,10,"[10, 10, 10, 10, 10, 10, 2, 14, 10, 10]",0.818181818182,5.45378154545,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
pick up the rightmost blue block,904,Configuration_14_v1.png,6,3,"[3, 9, 3, 3, 3, 3, 3, 3, 3, 3]",0.909090909091,5.88155790909,"[316, 581, 267, 94, 415, 221, 376, 138, 458, 510]"
pick up the second blue block from the left,908,Configuration_2_v1.png,9,11,"[11, 11, 10, 11, 11, 5, 7, 7, 11, 11]",0.6,9.8054372,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
pick up the closest orange block,909,Configuration_10_v2.png,6,6,"[6, 6, 15, 6, 15, 6, 6, 6, 6, 6]",0.8,7.6408294,"[484, 288, 401, 570, 135, 362, 444, 161, 242, 11]"
"Find the blue block that is in between two yellow blocks. Looking at only those three blocks, pick up the yellow one that is closest to you.",854,Configuration_11_v1.png,27,11,"[11, 11, 10, 11, 11, 10, 9, 10, 11, 9]",0.545454545455,12.7279680909,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
Pick up the blue block the is in front of the green block that is closet to you..,855,Configuration_14_v2.png,18,7,"[6, 7, 7, 7, 7, 7, 7, 7, 7, 7]",0.9,17.3076722,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
Pick up the orange block that is closet to you.,856,Configuration_13_v1.png,10,2,"[2, 1, 2, 2, 2, 1, 2, 2, 2, 1]",0.7,5.360073,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Pick up the green block that is closest to you.,857,Configuration_9_v2.png,10,6,"[6, 11, 6, 6, 6, 11, 6, 6, 6, 11]",0.7,5.8799575,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Pick up the green block that is closest to you.,850,Configuration_3_v1.png,10,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,7.1143333,"[229, 324, 102, 471, 518, 275, 589, 384, 431, 148]"
Pick up the leftmost green block. This block is next to the leftmost blue block.,851,Configuration_7_v2.png,15,14,"[14, 14, 14, 14, 14, 14, 14, 14, 4, 14]",0.916666666667,11.2958793333,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 617]"
Pick up the rightmost blue block.,852,Configuration_14_v1.png,6,3,"[3, 3, 13, 3, 3, 3, 3, 3, 13, 13]",0.727272727273,8.65162545455,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
"Pick up the green block that is the closet to you, right in front of you.",858,Configuration_3_v1.png,16,6,"[6, 12, 6, 6, 6, 6, 6, 6, 6, 6]",0.909090909091,7.45413718182,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
Pick up the blue block that is above the yellow block and the furthest from you.,859,Configuration_12_v2.png,16,1,"[1, 1, 1, 1, 6, 1, 1, 6, 12, 1]",0.727272727273,14.722997,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
yellow block surrounded by more yellow blocks,6,Configuration_4_v1.png,7,6,"[5, 6, 8, 6, 5, 6, 5, 5, 5, 5]",0.363636363636,12.4492233636,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Pick up the yellow block.,740,Configuration_1_v1.png,5,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,4.2773345,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick the green block which is the farthest to my right.,741,Configuration_7_v2.png,11,14,"[14, 13, 14, 14, 14, 14, 14, 4, 15, 15]",0.636363636364,7.75472390909,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Pick up the blue block that is in front of the orange block.,742,Configuration_2_v1.png,13,11,"[5, 5, 10, 10, 10, 10, 5, 5, 5, 5]",0.0909090909091,25.9796600909,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
pick up the first green block in front of you,743,Configuration_9_v2.png,10,6,"[6, 6, 6, 6, 6, 11, 11, 11, 6, 6]",0.7,5.7344257,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 623]"
pick up the first green block in front of you,744,Configuration_3_v1.png,10,6,"[6, 12, 6, 12, 6, 6, 6, 6, 6, 6]",0.818181818182,4.86047945455,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
pick up the first orange block on your right,745,Configuration_10_v2.png,9,6,"[6, 6, 6, 6, 6, 2, 6, 2, 6, 14]",0.727272727273,9.17661354545,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
pick up the first blue block on your left,746,Configuration_7_v1.png,9,13,"[13, 2, 2, 13, 13, 13, 2, 13, 13, 13]",0.7,7.6257142,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
of the four yellow block in the center pick up the one on your top right,747,Configuration_13_v2.png,16,9,"[6, 8, 6, 6, 6, 9, 6, 3, 6, 6]",0.181818181818,9.64877154545,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
in the group of three green blocks in the center. choose the green block in the middle out of those three blocks,748,Configuration_8_v1.png,22,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,10.9857025,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
pick up the second block up on your far right side,749,Configuration_4_v2.png,11,5,"[4, 5, 3, 2, 14, 2, 1, 14, 14, 4]",0.181818181818,12.7708908182,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
"Stand up, reach out over the table, and grab the yellow block that is touching the blue block closest to me.",1050,Configuration_4_v1.png,21,6,"[7, 7, 6, 6, 7, 7, 7, 7, 7, 8]",0.272727272727,18.6004687273,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Pick up the blue block that's right next to the green block closest to you.,1051,Configuration_14_v2.png,15,7,"[7, 9, 7, 9, 7, 13, 6, 6, 9, 7]",0.4,19.1521414,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
Pick up the yellow block.,1052,Configuration_1_v1.png,5,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,4.13130909091,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick up the green block closest to you.,1053,Configuration_9_v2.png,8,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,5.7881037,"[529, 399, 286, 159, 442, 121, 240, 9, 617, 360]"
"Pick up the blue block on your left that's in the middle of an orange, yellow and two blue blocks.",1054,Configuration_2_v1.png,20,11,"[5, 7, 11, 4, 11, 11, 11, 11, 11, 11]",0.769230769231,14.9429544615,"[15, 127, 405, 165, 366, 488, 448, 535, 306, 248]"
"Pick up the green block that's right next to an orange block, but not right next to a blue block.",1055,Configuration_6_v2.png,20,8,"[8, 3, 8, 8, 8, 8, 8, 8, 14, 9]",0.7,21.0373997,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pick up the blue block that's next to a green block.,1056,Configuration_7_v1.png,11,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]",1.0,6.58784736364,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the orange block closest to you on your right hand side.,1057,Configuration_10_v2.png,13,6,"[6, 6, 6, 6, 14, 6, 6, 6, 6, 6]",0.916666666667,6.89226325,"[282, 109, 395, 525, 438, 331, 236, 617, 478, 5]"
Pick up the blue block that's second furthest away from you.,1058,Configuration_12_v1.png,11,8,"[8, 8, 8, 8, 12, 12, 12, 8, 12, 8]",0.6,8.2125562,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the yellow block on your right hand side that's next to another yellow block that's touching an orange block.,1059,Configuration_4_v2.png,21,5,"[3, 3, 5, 3, 5, 5, 5, 5, 15, 3]",0.545454545455,18.3982019091,"[529, 399, 286, 159, 442, 121, 240, 9, 617, 360]"
There are three blue boxes in a tight cluster on your left side. Pick the one in the middle.,1278,Configuration_2_v1.png,19,11,"[11, 11, 11, 11, 11, 11, 11, 10, 11, 11]",0.9,10.5099987,"[280, 3, 523, 153, 436, 617, 393, 234, 107, 329]"
"Out of the four yellow blocks, one is directly in front of me and is the closest block to me. Pick that one up.",1279,Configuration_5_v2.png,24,10,"[10, 1, 10, 10, 10, 10, 10, 10, 10, 10]",0.909090909091,9.58368627273,"[226, 468, 593, 381, 617, 515, 321, 272, 145, 99]"
There are three orange blocks in front of me.  Please pick up the middle orange block.,618,Configuration_13_v1.png,16,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1.0,6.9916908,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Please pick up the green block closest to you on the left side of the table.,619,Configuration_7_v2.png,16,14,"[14, 14, 14, 14, 4, 14, 14, 14, 14, 14]",0.9,15.4839306,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
"Pick up the green block that is closest to me, between the yellow and  orange blocks.",1270,Configuration_9_v1.png,16,11,"[13, 11, 11, 11, 11, 11, 6, 11, 11, 11]",0.846153846154,7.38093576923,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the blue block that is directly behind the green block in front of you.,1271,Configuration_14_v2.png,16,7,"[7, 7, 7, 7, 7, 7, 3, 7, 3, 6]",0.727272727273,18.4880295455,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
Pick up the yellow block that is in between the green and blue blocks.,1272,Configuration_11_v1.png,14,11,"[11, 11, 9, 9, 11, 11, 11, 11, 9, 11]",0.7,21.5381518,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 605]"
Pick up the blue block that is behind the orange block and next to the yellow block.,1273,Configuration_2_v2.png,17,10,"[10, 10, 11, 11, 5, 10, 3, 10, 10, 10]",0.636363636364,19.168747,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pick the green block that's on the right side of the screen and is directly between two other green blocks.,616,Configuration_8_v1.png,20,6,"[10, 6, 10, 6, 6, 6, 6, 6, 6, 1]",0.7,21.8461912,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Please pick up the blue block that is closest to me on your right.,617,Configuration_12_v2.png,14,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,9.6819017,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
"Pick the green block on the left side that is the THIRD closest green block to you, out of all of the green blocks.",614,Configuration_6_v1.png,24,12,"[12, 12, 12, 12, 12, 15, 12, 12, 12, 12]",0.909090909091,28.8424385455,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
Pick up the green block that is closest to you. It is also separated from the other a bit.,1277,Configuration_1_v2.png,19,8,"[8, 8, 8, 8, 3, 5, 8, 8, 8, 8]",0.818181818182,7.82448418182,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the orange block that is farthest away from you.,1472,Configuration_5_v1.png,11,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1.0,5.83056927273,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
I would ask them to pick the block that's directly in front of them at the furthest of the table.,1470,Configuration_9_v1.png,20,11,"[9, 9, 9, 1, 9, 6, 9, 8, 9, 1]",0.0,18.3596102,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Pick up the orange block farthest away from you.,1476,Configuration_10_v1.png,9,15,"[15, 15, 15, 15, 6, 15, 15, 15, 15, 15]",0.916666666667,4.31312266667,"[282, 109, 395, 525, 438, 331, 236, 617, 478, 5]"
Pick up the green block that is the farthest to the left.,1477,Configuration_7_v2.png,12,14,"[14, 12, 14, 12, 4, 14, 4, 4, 4, 15]",0.3,12.2887027,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
Pick up the yellow block that is to the immediate left of the rightmost blue block.,1474,Configuration_4_v1.png,16,6,"[10, 6, 13, 6, 6, 6, 6, 6, 6, 3]",0.75,11.2520513333,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the green block farthest away from you.,1475,Configuration_9_v1.png,9,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1.0,5.67807309091,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Pick up the blue block on your left.,1304,Configuration_7_v1.png,8,13,"[13, 13, 13, 13, 13, 13, 13, 2, 13, 13]",0.909090909091,6.15038881818,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Pick up the blue block on your right.,1305,Configuration_11_v2.png,8,4,"[4, 4, 4, 4, 10, 10, 4, 4, 4, 4]",0.818181818182,9.20357972727,"[146, 227, 100, 587, 273, 516, 469, 421, 348, 382]"
Pick up the brown block on your left that is closest to me.,1306,Configuration_10_v1.png,13,15,"[15, 6, 15, 6, 15, 15, 15, 15, 15, 15]",0.833333333333,7.60080058333,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Pick up the blue block that is in front of the green block closest to you.,1307,Configuration_14_v2.png,16,7,"[7, 7, 7, 7, 13, 7, 7, 7, 7, 7]",0.9,12.0289982,"[282, 109, 395, 525, 438, 331, 236, 617, 478, 5]"
Pick up the green block closest to my right hand side and closest to me.,1300,Configuration_9_v1.png,15,11,"[11, 5, 11, 11, 11, 6, 11, 11, 6, 11]",0.727272727273,12.2244897273,"[566, 467, 144, 419, 271, 380, 320, 225, 98, 607]"
"There is one orange block, the next block closest to my side is yellow pick up the green block that is touching that yellow block.",1301,Configuration_8_v2.png,25,7,"[13, 7, 7, 7, 7, 7, 7, 10, 7, 10]",0.785714285714,17.9603931429,"[373, 218, 296, 313, 134, 412, 505, 578, 455, 91]"
Pick up the green block closest to you.,1302,Configuration_3_v1.png,8,6,"[6, 6, 6, 6, 6, 6, 6, 12, 6, 6]",0.909090909091,5.85103609091,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 623]"
Pick up the yellow block which is to the right of the green block closest to you.,1303,Configuration_13_v2.png,17,9,"[9, 9, 13, 9, 9, 9, 9, 9, 9, 8]",0.8,23.5520679,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
Pick up the green block that is in the middle of the green blocks on your left.,1308,Configuration_6_v1.png,17,12,"[12, 8, 11, 12, 12, 12, 12, 12, 12, 12]",0.8,15.2860772,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
Pick up the blue block that is closest to me on your right.,1309,Configuration_12_v2.png,13,1,"[1, 6, 1, 1, 1, 1, 1, 12, 1, 1]",0.8,9.6658228,"[512, 378, 318, 583, 460, 223, 142, 96, 417, 269]"
Pick up the rightmost blue block.,498,Configuration_14_v1.png,6,3,"[3, 3, 3, 3, 13, 3, 3, 3, 3, 3]",0.909090909091,8.83606627273,"[226, 468, 593, 381, 515, 607, 321, 272, 145, 99]"
Pick up the blue block that is furthest from you.,499,Configuration_12_v2.png,10,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,5.83886254545,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the orange block in the upper left corner.,494,Configuration_10_v1.png,10,15,"[15, 6, 15, 6, 15, 6, 15, 15, 15, 15]",0.727272727273,51.5788611818,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Pick up the green block closest to you.,495,Configuration_9_v2.png,8,6,"[6, 6, 11, 6, 6, 6, 6, 6, 6, 6]",0.909090909091,4.11421372727,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pick up the orange block that is second from the right.,496,Configuration_13_v1.png,11,2,"[2, 2, 2, 2, 2, 2, 2, 5, 2, 5]",0.818181818182,9.87368672727,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
Pick up the blue block that is third from the left.,497,Configuration_2_v2.png,11,10,"[12, 10, 10, 10, 7, 10, 10, 10, 10, 10]",0.818181818182,9.56076563636,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
On your left side there are five green blocks - pick up the middle one.,490,Configuration_6_v1.png,15,12,"[12, 12, 12, 14, 12, 12, 12, 12, 12, 12]",0.9,10.5735929,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
Pick up the yellow block on the right side that has another yellow block between itself and the orange block.,491,Configuration_4_v2.png,20,5,"[3, 5, 3, 5, 5, 3, 3, 8, 3, 3]",0.416666666667,19.3723281667,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Pick up the yellow block that is the second leftmost.,492,Configuration_11_v1.png,10,11,"[11, 15, 11, 11, 1, 1, 11, 11, 11, 1]",0.666666666667,15.2857711667,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Pick up the green block that is directly below two orange blocks.,493,Configuration_6_v2.png,12,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,15.1025677,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
Pick up the blue block that is right above that orange block furthest away from you.,24,Configuration_12_v1.png,16,8,"[12, 8, 8, 8, 8, 1, 8, 12, 8, 8]",0.727272727273,28.5296603636,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Pick up the blue block at the top of that cluster to the left of you.,25,Configuration_2_v2.png,16,10,"[10, 10, 10, 10, 7, 10, 10, 10, 10, 12]",0.846153846154,10.7262759231,"[103, 230, 432, 325, 590, 149, 472, 385, 276, 519]"
Pick up the left green block out of that touching pair.,26,Configuration_8_v1.png,11,6,"[10, 6, 6, 6, 15, 6, 10, 13, 10, 6]",0.583333333333,17.1145809167,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
Pick up the green block that is by itself.,27,Configuration_1_v2.png,9,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,5.62010054545,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
"Pick up the yellow block in between those 2 green blocks, and that blue block.",20,Configuration_11_v1.png,15,11,"[11, 11, 11, 11, 11, 10, 11, 11, 11, 11]",0.928571428571,9.35222457143,"[403, 571, 364, 304, 125, 244, 465, 179, 13, 486]"
Pick up the blue block that is sandwiched between another blue block and that green one that is closest to you.,21,Configuration_14_v2.png,21,7,"[7, 6, 7, 9, 10, 7, 7, 7, 7, 7]",0.8125,8.9033318125,"[317, 377, 141, 95, 297, 430, 459, 582, 222, 511]"
Pick up the blue block on the left side.,22,Configuration_7_v1.png,9,13,"[13, 13, 13, 13, 13, 13, 13, 13, 13, 2]",0.9,8.8784274,"[280, 3, 523, 153, 436, 393, 607, 234, 107, 329]"
Pick up the yellow block in the middle of that cluster to your right.,23,Configuration_4_v2.png,14,5,"[5, 5, 13, 5, 6, 5, 6, 6, 8, 6]",0.5,11.0689824167,"[237, 6, 576, 396, 332, 479, 156, 118, 439, 283]"
Pick up the orange block one that is nearest you.,28,Configuration_13_v1.png,10,2,"[2, 1, 2, 2, 2, 5, 2, 2, 2, 1]",0.75,6.60083966667,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Pick up the green block that is below two orange blocks in a line.,29,Configuration_6_v2.png,14,8,"[8, 8, 8, 8, 8, 8, 8, 8, 15, 8]",0.9,15.915008,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
green block closest to you,7,Configuration_9_v2.png,5,6,"[6, 6, 6, 11, 6, 6, 6, 11, 6, 6]",0.818181818182,4.69409554545,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
Pick up the yellow block.,446,Configuration_1_v1.png,5,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,5.7571725,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
Pick up the green block that is situated between a yellow block and a blue block.,591,Configuration_8_v2.png,16,7,"[7, 13, 7, 13, 13, 9, 13, 13, 13, 13]",0.272727272727,15.8109205455,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
Pick up the yellow block closest to you that is touching a green block.,593,Configuration_13_v2.png,14,9,"[9, 12, 9, 9, 9, 12, 9, 9, 9, 12]",0.75,12.7278578333,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
There are three orange blocks. Pick up the one closest to you.,1084,Configuration_13_v1.png,12,2,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1.0,5.795932,"[491, 451, 18, 369, 309, 260, 168, 538, 130, 408]"
The closest block to you is green. Pick it up.,1083,Configuration_9_v2.png,10,6,"[6, 6, 6, 6, 6, 6, 6, 6, 11, 11]",0.818181818182,6.86877472727,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick the second green block from your right.,977,Configuration_6_v2.png,8,8,"[8, 8, 8, 8, 14, 8, 8, 11, 14, 8]",0.7,10.0000058,"[524, 235, 4, 330, 108, 437, 394, 477, 154, 281]"
From your left to your right ignore the first four yellow blocks. Ignore the three yellow blocks closest to me that are remaining. Ignore the one yellow block closest to you and pick up the remaining yellow block.,975,Configuration_4_v2.png,38,5,"[5, 7, 3, 10, 5, 15, 15, 6, 15, 8]",0.428571428571,28.3587236429,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
"Of the three orange blocks, pick up the one closest to you.",974,Configuration_13_v1.png,12,2,"[2, 1, 2, 2, 2, 2, 2, 2, 2, 2]",0.9,10.0740074,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
Pick up the green block closest to you.,973,Configuration_9_v2.png,8,6,"[6, 6, 6, 6, 11, 6, 6, 6, 6, 6]",0.916666666667,3.8305275,"[282, 109, 395, 525, 438, 331, 236, 607, 478, 5]"
Pick up the yellow block.,972,Configuration_1_v1.png,5,1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.0,3.22698336364,"[280, 3, 523, 153, 436, 393, 607, 234, 107, 329]"
Ignore the three blocks on your left most side and the single one on the right. Pick up the purple block of the two in the middle that is closest to you.,971,Configuration_14_v2.png,32,7,"[6, 9, 1, 6, 6, 7, 6, 10, 7, 7]",0.461538461538,33.940284,"[147, 422, 470, 517, 588, 101, 350, 246, 274, 383]"
Pick up the orange block closest to me.,970,Configuration_5_v1.png,8,11,"[11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",1.0,5.49999845455,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
Pick up the blue block furthest to your right.,596,Configuration_14_v1.png,9,3,"[3, 13, 3, 3, 3, 13, 3, 3, 13, 3]",0.727272727273,12.6627864545,"[539, 169, 19, 261, 131, 452, 336, 409, 370, 492]"
Pick up the orange block that is closest to you.,979,Configuration_10_v2.png,10,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,6.17155,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
Pick up the left most purple block.,978,Configuration_7_v1.png,7,13,"[13, 13, 2, 13, 13, 13, 13, 14, 13, 13]",0.8,15.0621114,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
pick up left arm and pick up block in the middle to the right.,182,Configuration_7_v1.png,14,13,"[14, 9, 2, 13, 11, 4, 14, 7, 5, 8]",0.25,28.6682625833,"[312, 133, 494, 577, 113, 263, 217, 454, 372, 429]"
Pick up the orange block closest to you.,183,Configuration_10_v2.png,8,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,10.39007225,"[7, 397, 480, 157, 284, 119, 527, 333, 440, 238]"
pick up right arm and pick up 2nd block from the back.,180,Configuration_13_v1.png,12,2,"[11, 1, 9, 2, 2, 2, 11, 1, 2, 14]",0.4,17.5282891,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
pick up right arm and pick up first block from the front.,181,Configuration_10_v2.png,12,6,"[9, 14, 9, 9, 4, 9, 9, 9, 9, 9]",0.0909090909091,13.751473,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
Pick up the yellow block second from your far left.,186,Configuration_11_v1.png,10,11,"[13, 11, 11, 1, 1, 11, 1, 11, 11, 11]",0.636363636364,12.1532923636,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the blue block furthest away from you.,187,Configuration_12_v2.png,9,1,"[1, 12, 1, 1, 1, 6, 1, 1, 1, 6]",0.75,161.235734167,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
"For the blue block on your far right surrounded by three yellow blocks, pick up the middle block of that yellow set of blocks.",185,Configuration_4_v2.png,24,5,"[5, 6, 5, 5, 5, 5, 6, 5, 5, 2]",0.7,22.3412364,"[513, 319, 584, 97, 466, 143, 224, 379, 270, 607]"
Pick up the blue block on your far left.,188,Configuration_7_v1.png,9,13,"[2, 13, 13, 13, 2, 13, 2, 13, 13, 13]",0.7,6.6402583,"[151, 474, 592, 521, 1, 278, 105, 434, 327, 232]"
Pick up the blue block in the exact center of the table closest to you.,189,Configuration_14_v2.png,15,7,"[7, 7, 6, 7, 7, 7, 7, 9, 7, 6]",0.75,11.7373641667,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
Pick up the yellow block that is exactly 3rd in order of distance from you,869,Configuration_13_v2.png,15,9,"[9, 9, 9, 6, 6, 6, 9, 9, 6, 6]",0.5,18.7575774,"[315, 457, 220, 509, 93, 414, 375, 137, 266, 580]"
In the center of the group of blocks are three green blocks all lined up. Pick up the middle one.,868,Configuration_8_v1.png,20,6,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.0,28.2362057,"[508, 413, 92, 456, 136, 374, 219, 265, 579, 314]"
Pick up the green block that is in the center of the group and that has its top edge touching the lower of the orange blocks.,861,Configuration_6_v2.png,26,8,"[8, 8, 8, 8, 8, 8, 8, 3, 8, 8]",0.9,16.2665094,"[363, 243, 12, 532, 485, 162, 124, 464, 402, 289]"
Pick up the orange block that is the furthest from you and right next to a yellow block.,860,Configuration_5_v1.png,18,11,"[11, 11, 9, 6, 11, 11, 11, 11, 11, 11]",0.8,11.4277239,"[170, 311, 493, 132, 262, 371, 453, 540, 20, 428]"
Pick up the blue block that is above the orange block that is nearest you.,863,Configuration_2_v2.png,15,10,"[10, 10, 10, 11, 10, 10, 5, 10, 10, 5]",0.7,17.6683962,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
"Pick up the orange block that on your left side, all alone and furthest away from you.",862,Configuration_10_v1.png,17,15,"[15, 15, 15, 15, 15, 15, 6, 6, 15, 15]",0.8,11.1988215,"[497, 150, 591, 386, 326, 277, 433, 231, 520, 104]"
You are to pick up the green block on your left side. It is below the green block that stands alone and furthest away and is touching a blue block.,865,Configuration_7_v2.png,30,14,"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",1.0,14.1198967273,"[449, 166, 536, 406, 16, 489, 258, 128, 367, 307]"
You are to pick up a yellow block. It is on your right side and is above and touching a blue block. It is the lower of the two yellow blocks that are just below the single yellow block that is furthest away from you.,864,Configuration_4_v1.png,45,6,"[6, 6, 8, 6, 6, 3, 6, 6, 7, 6]",0.7,32.4852221,"[427, 122, 241, 10, 569, 443, 178, 483, 361, 301]"
Pick up the green block that is alone and closest to you.,867,Configuration_1_v2.png,12,8,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",1.0,6.83513683333,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
You are to pick up a yellow block on your left side. It is not the block closest to you and all alone. It is the one the is below the blue block and has a green block on the right of it.,866,Configuration_11_v1.png,43,11,"[11, 11, 13, 11, 11, 11, 11, 9, 11, 9]",0.7,49.8011554,"[529, 399, 286, 159, 442, 121, 240, 9, 360, 607]"
Pick up the green block that is closest to you.,883,Configuration_9_v2.png,10,6,"[6, 6, 6, 6, 6, 3, 11, 11, 6, 6]",0.7,8.2748756,"[365, 534, 14, 126, 305, 447, 245, 487, 164, 404]"
Pick up the farthest green block from you.,882,Configuration_9_v1.png,8,11,"[11, 11, 11, 11, 11, 11, 6, 6, 11, 6]",0.75,7.62407916667,"[441, 359, 239, 481, 285, 398, 158, 120, 568, 8]"
